Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Back to the Future,24,50.0%,10.6,2.3,,2025-03-30 00:00:00
Back to the Future,23,46.2%,10.8,1.8,,2025-04-06 00:00:00
Back to the Future,22,50.0%,10.7,2.4,,2025-04-13 00:00:00
Back to the Future,23,56.8%,12.1,2.4,,2025-04-20 00:00:00
Back to the Future,22,55.3%,6.7,1.9,,2025-04-27 00:00:00
Back to the Future,24,60.0%,9.4,2.3,,2025-05-04 00:00:00
Back to the Future,24,60.0%,12.3,2.3,,2025-05-11 00:00:00
Back to the Future,24,55.0%,14.9,2.7,,2025-05-18 00:00:00
Back to the Future,24,46.3%,9.0,1.8,4.9%,2025-05-25 00:00:00
Back to the Future,23,55.0%,8.1,2.3,2.5%,2025-06-01 00:00:00
Back to the Future,23,48.7%,7.1,1.8,2.6%,2025-06-08 00:00:00
Back to the Future,24,52.5%,9.1,1.9,2.5%,2025-06-15 00:00:00
Back to the Future,25,58.5%,13.5,2.7,4.9%,2025-06-22 00:00:00
Back to the Future,25,61.0%,11.5,2.2,4.9%,2025-06-29 00:00:00
Back to the Future,27,61.0%,10.4,2.4,2.4%,2025-07-06 00:00:00
Back to the Future,26,55.0%,13.0,1.9,5.0%,2025-07-13 00:00:00
Back to the Future,24,54.1%,11.9,2.4,5.4%,2025-07-20 00:00:00
Back to the Future,24,52.4%,18.5,2.4,9.5%,2025-07-27 00:00:00
Back to the Future,25,56.1%,18.5,2.6,7.3%,2025-08-03 00:00:00
Back to the Future,23,45.5%,14.6,2.4,6.8%,2025-08-10 00:00:00
Back to the Future,24,46.3%,9.7,2.0,7.3%,2025-08-17 00:00:00
Back to the Future,25,60.5%,15.7,2.6,7.9%,2025-08-24 00:00:00
Back to the Future,27,57.5%,13.0,2.3,10.0%,2025-08-31 00:00:00
Back to the Future,28,61.9%,14.8,2.9,14.3%,2025-09-07 00:00:00
Back to the Future,27,57.5%,15.4,2.5,12.5%,2025-09-14 00:00:00
Back to the Future,28,61.0%,9.1,2.0,12.2%,2025-09-21 00:00:00
Back to the Future,27,56.1%,10.4,1.8,12.2%,2025-09-28 00:00:00
Back to the Future,27,56.1%,10.6,2.1,12.2%,2025-10-05 00:00:00
Back to the Future,28,51.1%,8.2,1.9,12.8%,2025-10-12 00:00:00
Back to the Future,28,56.3%,13.0,2.1,14.6%,2025-10-19 00:00:00
Back to the Future,28,55.3%,15.9,2.6,14.9%,2025-10-26 00:00:00
Back to the Future,31,52.0%,13.1,1.9,14.0%,2025-11-02 00:00:00
Back to the Future,31,60.0%,13.9,2.6,14.0%,2025-11-09 00:00:00
Back to the Future,33,58.8%,11.3,2.4,15.7%,2025-11-16 00:00:00
Back to the Future,33,64.0%,11.2,2.6,16.0%,2025-11-23 00:00:00
Back to the Future,32,61.7%,11.1,2.3,14.9%,2025-11-30 00:00:00
Back to the Future,35,61.5%,12.3,2.0,17.3%,2025-12-07 00:00:00
Back to the Future,30,52.1%,11.3,2.0,14.6%,2025-12-14 00:00:00
Back to the Future,27,42.5%,4.3,0.9,10.0%,2025-12-21 00:00:00
Back to the Future,23,38.2%,2.8,0.8,11.8%,2025-12-28 00:00:00
Back to the Future,33,56.0%,13.8,2.0,16.0%,2026-01-04 00:00:00
Back to the Future,33,59.2%,14.5,2.3,16.3%,2026-01-11 00:00:00
Back to the Future,36,68.8%,17.2,2.8,14.6%,2026-01-18 00:00:00
Back to the Future,36,66.7%,16.9,2.8,10.4%,2026-01-25 00:00:00
Back to the Future,37,66.0%,14.2,2.6,12.8%,2026-02-01 00:00:00
Back to the Future,37,71.4%,15.6,2.4,12.2%,2026-02-08 00:00:00
Back to the Future,31,71.1%,13.1,2.2,15.8%,2026-02-15 00:00:00
Back to the Future,38,70.8%,15.9,2.5,12.5%,2026-02-22 00:00:00
Back to the Future,41,75.0%,15.6,2.5,15.4%,2026-03-01 00:00:00
Back to the Future,41,79.2%,17.2,2.6,16.7%,2026-03-08 00:00:00
Back to the Future,45,80.4%,18.9,2.7,19.6%,2026-03-15 00:00:00
Back to the Future,44,54.0%,4.1,0.6,18.0%,2026-03-22 00:00:00
Jurassic Park,88,51.3%,11.3,2.1,,2025-03-30 00:00:00
Jurassic Park,89,51.3%,11.0,2.2,,2025-04-06 00:00:00
Jurassic Park,87,49.7%,10.0,2.0,,2025-04-13 00:00:00
Jurassic Park,88,46.7%,10.3,2.1,,2025-04-20 00:00:00
Jurassic Park,85,46.3%,8.8,2.0,,2025-04-27 00:00:00
Jurassic Park,83,48.3%,10.4,2.0,,2025-05-04 00:00:00
Jurassic Park,84,49.7%,13.0,2.5,,2025-05-11 00:00:00
Jurassic Park,93,53.5%,11.0,2.4,,2025-05-18 00:00:00
Jurassic Park,93,54.0%,11.0,2.3,5.3%,2025-05-25 00:00:00
Jurassic Park,93,51.3%,13.6,2.3,7.1%,2025-06-01 00:00:00
Jurassic Park,96,58.3%,11.7,2.3,9.3%,2025-06-08 00:00:00
Jurassic Park,99,58.1%,15.1,2.7,8.4%,2025-06-15 00:00:00
Jurassic Park,95,56.9%,12.0,2.6,7.8%,2025-06-22 00:00:00
Jurassic Park,94,54.7%,12.4,2.4,8.7%,2025-06-29 00:00:00
Jurassic Park,96,56.5%,15.7,2.7,8.2%,2025-07-06 00:00:00
Jurassic Park,94,53.1%,11.7,2.2,7.5%,2025-07-13 00:00:00
Jurassic Park,93,54.7%,13.9,2.4,8.1%,2025-07-20 00:00:00
Jurassic Park,95,58.5%,17.4,2.5,8.2%,2025-07-27 00:00:00
Jurassic Park,97,57.7%,17.2,2.4,9.4%,2025-08-03 00:00:00
Jurassic Park,94,58.4%,20.2,2.5,10.1%,2025-08-10 00:00:00
Jurassic Park,93,61.8%,18.2,2.5,10.4%,2025-08-17 00:00:00
Jurassic Park,92,56.6%,13.8,2.4,12.6%,2025-08-24 00:00:00
Jurassic Park,104,59.5%,14.2,2.4,12.0%,2025-08-31 00:00:00
Jurassic Park,105,58.5%,16.1,2.3,13.8%,2025-09-07 00:00:00
Jurassic Park,106,62.7%,17.1,2.7,14.3%,2025-09-14 00:00:00
Jurassic Park,111,65.6%,13.7,2.6,15.3%,2025-09-21 00:00:00
Jurassic Park,115,63.1%,21.0,2.5,16.7%,2025-09-28 00:00:00
Jurassic Park,114,65.9%,16.4,2.6,17.1%,2025-10-05 00:00:00
Jurassic Park,118,66.5%,18.9,2.7,17.4%,2025-10-12 00:00:00
Jurassic Park,116,65.2%,15.8,2.5,15.9%,2025-10-19 00:00:00
Jurassic Park,115,66.7%,17.4,2.5,18.9%,2025-10-26 00:00:00
Jurassic Park,121,63.3%,13.9,2.2,16.9%,2025-11-02 00:00:00
Jurassic Park,124,65.9%,16.9,2.4,17.6%,2025-11-09 00:00:00
Jurassic Park,126,66.7%,17.4,2.4,17.8%,2025-11-16 00:00:00
Jurassic Park,127,67.1%,14.6,2.4,17.9%,2025-11-23 00:00:00
Jurassic Park,127,68.0%,15.4,2.5,18.6%,2025-11-30 00:00:00
Jurassic Park,129,66.5%,16.1,2.6,19.3%,2025-12-07 00:00:00
Jurassic Park,130,71.7%,17.2,2.6,21.4%,2025-12-14 00:00:00
Jurassic Park,99,45.8%,6.2,1.1,18.3%,2025-12-21 00:00:00
Jurassic Park,83,38.7%,4.4,0.9,21.6%,2025-12-28 00:00:00
Jurassic Park,130,64.9%,11.5,2.2,19.0%,2026-01-04 00:00:00
Jurassic Park,136,71.4%,15.3,2.7,18.9%,2026-01-11 00:00:00
Jurassic Park,137,68.5%,15.6,2.7,18.5%,2026-01-18 00:00:00
Jurassic Park,138,70.5%,16.4,2.8,19.3%,2026-01-25 00:00:00
Jurassic Park,146,66.5%,17.5,2.6,17.9%,2026-02-01 00:00:00
Jurassic Park,151,75.4%,19.0,2.8,19.6%,2026-02-08 00:00:00
Jurassic Park,151,74.9%,21.9,3.0,20.6%,2026-02-15 00:00:00
Jurassic Park,158,78.2%,19.1,2.8,18.4%,2026-02-22 00:00:00
Jurassic Park,158,79.2%,21.0,3.0,18.5%,2026-03-01 00:00:00
Jurassic Park,159,81.6%,24.7,3.0,19.6%,2026-03-08 00:00:00
Jurassic Park,167,86.4%,23.1,3.0,21.5%,2026-03-15 00:00:00
Jurassic Park,174,48.6%,4.9,0.5,21.5%,2026-03-22 00:00:00
Memento,6,71.4%,18.8,2.5,,2025-03-30 00:00:00
Memento,6,71.4%,17.5,3.0,,2025-04-06 00:00:00
Memento,6,71.4%,6.0,1.8,,2025-04-13 00:00:00
Memento,6,71.4%,7.0,2.0,,2025-04-20 00:00:00
Memento,5,50.0%,5.8,1.4,,2025-04-27 00:00:00
Memento,6,42.9%,9.0,1.0,,2025-05-04 00:00:00
Memento,6,71.4%,23.2,2.7,,2025-05-11 00:00:00
Memento,6,57.1%,9.5,1.5,,2025-05-18 00:00:00
Memento,6,71.4%,16.0,2.0,14.3%,2025-05-25 00:00:00
Memento,6,71.4%,11.0,1.5,28.6%,2025-06-01 00:00:00
Memento,6,71.4%,17.7,2.5,28.6%,2025-06-08 00:00:00
Memento,6,57.1%,8.8,2.0,28.6%,2025-06-15 00:00:00
Memento,5,66.7%,17.6,2.8,16.7%,2025-06-22 00:00:00
Memento,6,71.4%,7.7,1.8,28.6%,2025-06-29 00:00:00
Memento,5,66.7%,12.0,2.0,16.7%,2025-07-06 00:00:00
Memento,5,50.0%,14.8,2.0,16.7%,2025-07-13 00:00:00
Memento,5,66.7%,29.2,2.8,33.3%,2025-07-20 00:00:00
Memento,5,57.1%,22.6,2.6,42.9%,2025-07-27 00:00:00
Memento,5,57.1%,14.8,2.4,28.6%,2025-08-03 00:00:00
Memento,4,50.0%,23.0,3.3,50.0%,2025-08-10 00:00:00
Memento,5,71.4%,17.2,2.8,28.6%,2025-08-17 00:00:00
Memento,5,71.4%,15.6,2.8,28.6%,2025-08-24 00:00:00
Memento,6,85.7%,14.0,2.7,14.3%,2025-08-31 00:00:00
Memento,6,57.1%,18.8,3.0,14.3%,2025-09-07 00:00:00
Memento,5,66.7%,14.0,1.8,16.7%,2025-09-14 00:00:00
Memento,7,85.7%,36.7,3.1,14.3%,2025-09-21 00:00:00
Memento,7,100.0%,40.0,3.3,28.6%,2025-09-28 00:00:00
Memento,7,85.7%,30.7,3.7,28.6%,2025-10-05 00:00:00
Memento,7,85.7%,23.7,3.0,28.6%,2025-10-12 00:00:00
Memento,6,100.0%,45.8,3.2,33.3%,2025-10-19 00:00:00
Memento,7,85.7%,32.1,3.3,28.6%,2025-10-26 00:00:00
Memento,7,85.7%,31.0,2.6,42.9%,2025-11-02 00:00:00
Memento,7,85.7%,42.0,3.0,42.9%,2025-11-09 00:00:00
Memento,7,85.7%,30.3,3.1,42.9%,2025-11-16 00:00:00
Memento,7,100.0%,11.4,2.6,42.9%,2025-11-23 00:00:00
Memento,7,85.7%,19.7,2.4,42.9%,2025-11-30 00:00:00
Memento,7,85.7%,44.6,3.7,42.9%,2025-12-07 00:00:00
Memento,6,83.3%,33.8,3.2,66.7%,2025-12-14 00:00:00
Memento,4,25.0%,3.8,0.8,50.0%,2025-12-21 00:00:00
Memento,5,60.0%,3.0,0.8,40.0%,2025-12-28 00:00:00
Memento,6,50.0%,11.3,1.8,33.3%,2026-01-04 00:00:00
Memento,7,85.7%,10.7,2.3,28.6%,2026-01-11 00:00:00
Memento,7,100.0%,14.3,3.4,28.6%,2026-01-18 00:00:00
Memento,7,85.7%,9.4,3.0,28.6%,2026-01-25 00:00:00
Memento,7,85.7%,18.0,3.0,28.6%,2026-02-01 00:00:00
Memento,7,85.7%,14.3,3.6,28.6%,2026-02-08 00:00:00
Memento,7,71.4%,21.4,2.6,28.6%,2026-02-15 00:00:00
Memento,7,100.0%,16.9,3.6,28.6%,2026-02-22 00:00:00
Memento,7,71.4%,12.3,2.3,14.3%,2026-03-01 00:00:00
Memento,7,85.7%,16.9,2.4,14.3%,2026-03-08 00:00:00
Memento,7,71.4%,10.1,2.4,28.6%,2026-03-15 00:00:00
Memento,7,85.7%,6.1,1.0,28.6%,2026-03-22 00:00:00
The Prestige,5,100.0%,12.4,2.8,,2025-03-30 00:00:00
The Prestige,4,100.0%,21.8,3.3,,2025-04-06 00:00:00
The Prestige,5,80.0%,9.6,2.4,,2025-04-13 00:00:00
The Prestige,5,100.0%,8.6,3.0,,2025-04-20 00:00:00
The Prestige,5,100.0%,12.8,2.4,,2025-04-27 00:00:00
The Prestige,5,100.0%,11.8,2.4,,2025-05-04 00:00:00
The Prestige,5,100.0%,13.2,3.0,,2025-05-11 00:00:00
The Prestige,5,80.0%,12.0,2.6,,2025-05-18 00:00:00
The Prestige,5,80.0%,20.2,3.0,20.0%,2025-05-25 00:00:00
The Prestige,5,100.0%,22.4,3.2,40.0%,2025-06-01 00:00:00
The Prestige,4,75.0%,11.3,1.8,25.0%,2025-06-08 00:00:00
The Prestige,5,100.0%,22.8,3.6,40.0%,2025-06-15 00:00:00
The Prestige,5,100.0%,25.0,3.2,40.0%,2025-06-22 00:00:00
The Prestige,5,100.0%,12.6,2.4,40.0%,2025-06-29 00:00:00
The Prestige,5,100.0%,16.4,3.2,40.0%,2025-07-06 00:00:00
The Prestige,5,100.0%,40.6,3.4,40.0%,2025-07-13 00:00:00
The Prestige,5,100.0%,59.0,3.4,40.0%,2025-07-20 00:00:00
The Prestige,5,100.0%,11.4,1.8,40.0%,2025-07-27 00:00:00
The Prestige,5,100.0%,10.6,1.8,40.0%,2025-08-03 00:00:00
The Prestige,5,100.0%,57.0,1.8,40.0%,2025-08-10 00:00:00
The Prestige,4,50.0%,9.0,0.8,50.0%,2025-08-17 00:00:00
The Prestige,5,100.0%,13.6,2.8,20.0%,2025-08-24 00:00:00
The Prestige,5,80.0%,7.8,2.4,20.0%,2025-08-31 00:00:00
The Prestige,4,100.0%,16.3,2.0,,2025-09-07 00:00:00
The Prestige,4,75.0%,5.3,1.3,,2025-09-14 00:00:00
The Prestige,4,75.0%,8.5,2.0,,2025-09-21 00:00:00
The Prestige,4,50.0%,6.8,1.5,,2025-09-28 00:00:00
The Prestige,4,100.0%,8.3,2.0,,2025-10-05 00:00:00
The Prestige,4,75.0%,28.0,3.0,,2025-10-12 00:00:00
The Prestige,4,50.0%,2.5,0.8,,2025-10-19 00:00:00
The Prestige,4,100.0%,6.0,2.3,,2025-10-26 00:00:00
The Prestige,4,75.0%,6.8,2.0,,2025-11-02 00:00:00
The Prestige,4,75.0%,5.3,1.8,,2025-11-09 00:00:00
The Prestige,4,75.0%,3.3,0.8,,2025-11-16 00:00:00
The Prestige,4,100.0%,16.8,2.5,,2025-11-23 00:00:00
The Prestige,4,100.0%,8.5,2.8,,2025-11-30 00:00:00
The Prestige,4,75.0%,10.5,1.8,,2025-12-07 00:00:00
The Prestige,4,75.0%,2.5,1.3,,2025-12-14 00:00:00
The Prestige,2,50.0%,1.0,1.0,,2025-12-21 00:00:00
The Prestige,3,,0.0,0.0,,2025-12-28 00:00:00
The Prestige,4,75.0%,3.5,1.5,,2026-01-04 00:00:00
The Prestige,4,100.0%,5.3,1.8,,2026-01-11 00:00:00
The Prestige,4,100.0%,6.3,2.3,,2026-01-18 00:00:00
The Prestige,4,75.0%,11.5,2.0,,2026-01-25 00:00:00
The Prestige,4,100.0%,2.3,1.5,,2026-02-01 00:00:00
The Prestige,4,100.0%,7.3,2.0,,2026-02-08 00:00:00
The Prestige,4,100.0%,2.0,1.0,,2026-02-15 00:00:00
The Prestige,4,100.0%,10.5,2.8,,2026-02-22 00:00:00
The Prestige,4,100.0%,9.8,2.8,,2026-03-01 00:00:00
The Prestige,4,100.0%,11.8,2.3,,2026-03-08 00:00:00
The Prestige,4,100.0%,15.8,2.3,,2026-03-15 00:00:00
The Prestige,4,50.0%,3.0,0.5,,2026-03-22 00:00:00
Gladiator,15,52.2%,8.0,2.1,,2025-03-30 00:00:00
Gladiator,15,50.0%,7.5,2.1,,2025-04-06 00:00:00
Gladiator,14,52.2%,11.3,2.6,,2025-04-13 00:00:00
Gladiator,15,65.2%,13.1,2.9,,2025-04-20 00:00:00
Gladiator,15,63.6%,7.9,2.3,,2025-04-27 00:00:00
Gladiator,17,66.7%,10.2,2.4,,2025-05-04 00:00:00
Gladiator,17,62.5%,10.6,2.3,,2025-05-11 00:00:00
Gladiator,16,65.2%,17.6,2.5,,2025-05-18 00:00:00
Gladiator,16,63.6%,15.9,2.3,4.5%,2025-05-25 00:00:00
Gladiator,17,70.8%,11.5,2.6,8.3%,2025-06-01 00:00:00
Gladiator,17,58.3%,11.1,2.2,8.3%,2025-06-08 00:00:00
Gladiator,15,50.0%,10.9,2.1,9.1%,2025-06-15 00:00:00
Gladiator,17,61.5%,13.7,2.4,11.5%,2025-06-22 00:00:00
Gladiator,15,54.2%,7.9,2.0,12.5%,2025-06-29 00:00:00
Gladiator,16,52.0%,13.4,2.1,12.0%,2025-07-06 00:00:00
Gladiator,15,54.2%,9.8,2.1,12.5%,2025-07-13 00:00:00
Gladiator,15,45.8%,11.3,1.7,12.5%,2025-07-20 00:00:00
Gladiator,16,60.0%,8.6,1.9,12.0%,2025-07-27 00:00:00
Gladiator,17,56.0%,15.4,2.1,12.0%,2025-08-03 00:00:00
Gladiator,15,46.2%,16.1,2.2,15.4%,2025-08-10 00:00:00
Gladiator,14,52.0%,15.8,2.1,12.0%,2025-08-17 00:00:00
Gladiator,14,46.2%,11.7,1.6,15.4%,2025-08-24 00:00:00
Gladiator,14,42.3%,11.9,1.5,15.4%,2025-08-31 00:00:00
Gladiator,13,52.0%,20.8,3.1,16.0%,2025-09-07 00:00:00
Gladiator,14,42.3%,16.8,2.4,15.4%,2025-09-14 00:00:00
Gladiator,14,56.0%,18.2,3.1,16.0%,2025-09-21 00:00:00
Gladiator,13,48.0%,17.9,2.0,16.0%,2025-09-28 00:00:00
Gladiator,13,40.0%,12.1,1.5,16.0%,2025-10-05 00:00:00
Gladiator,14,52.0%,15.2,1.9,16.0%,2025-10-12 00:00:00
Gladiator,14,48.0%,15.6,2.2,16.0%,2025-10-19 00:00:00
Gladiator,14,48.0%,9.5,1.6,16.0%,2025-10-26 00:00:00
Gladiator,15,53.8%,13.5,2.0,11.5%,2025-11-02 00:00:00
Gladiator,15,50.0%,11.9,1.6,11.5%,2025-11-09 00:00:00
Gladiator,15,53.8%,11.8,2.2,15.4%,2025-11-16 00:00:00
Gladiator,14,50.0%,6.6,1.6,16.7%,2025-11-23 00:00:00
Gladiator,15,53.8%,12.7,2.1,11.5%,2025-11-30 00:00:00
Gladiator,16,57.7%,13.0,2.4,11.5%,2025-12-07 00:00:00
Gladiator,18,56.0%,16.2,2.1,12.0%,2025-12-14 00:00:00
Gladiator,14,50.0%,10.9,1.4,18.8%,2025-12-21 00:00:00
Gladiator,12,46.7%,6.6,1.1,20.0%,2025-12-28 00:00:00
Gladiator,19,68.0%,16.1,2.5,12.0%,2026-01-04 00:00:00
Gladiator,19,76.0%,25.6,3.0,12.0%,2026-01-11 00:00:00
Gladiator,19,72.0%,19.7,2.7,12.0%,2026-01-18 00:00:00
Gladiator,19,73.1%,26.1,3.1,11.5%,2026-01-25 00:00:00
Gladiator,20,76.9%,25.2,3.3,11.5%,2026-02-01 00:00:00
Gladiator,20,76.9%,18.7,2.9,19.2%,2026-02-08 00:00:00
Gladiator,22,76.9%,18.7,3.0,19.2%,2026-02-15 00:00:00
Gladiator,24,88.5%,25.5,3.6,23.1%,2026-02-22 00:00:00
Gladiator,25,88.0%,16.0,3.1,28.0%,2026-03-01 00:00:00
Gladiator,25,100.0%,21.8,3.2,28.0%,2026-03-08 00:00:00
Gladiator,25,96.2%,16.7,3.2,26.9%,2026-03-15 00:00:00
Gladiator,23,56.0%,5.7,0.7,24.0%,2026-03-22 00:00:00
Interstellar,38,60.3%,14.1,2.7,,2025-03-30 00:00:00
Interstellar,40,59.0%,15.0,2.7,,2025-04-06 00:00:00
Interstellar,40,59.0%,13.0,2.4,,2025-04-13 00:00:00
Interstellar,41,64.3%,12.8,2.4,,2025-04-20 00:00:00
Interstellar,43,60.3%,10.2,1.9,,2025-04-27 00:00:00
Interstellar,37,61.8%,12.9,2.6,,2025-05-04 00:00:00
Interstellar,42,67.8%,20.7,3.0,,2025-05-11 00:00:00
Interstellar,44,64.5%,19.3,2.6,,2025-05-18 00:00:00
Interstellar,42,66.7%,17.8,2.8,8.3%,2025-05-25 00:00:00
Interstellar,42,62.9%,17.9,2.8,14.5%,2025-06-01 00:00:00
Interstellar,42,61.7%,16.8,2.9,16.7%,2025-06-08 00:00:00
Interstellar,41,66.1%,15.2,2.9,16.9%,2025-06-15 00:00:00
Interstellar,43,61.9%,14.7,2.5,15.9%,2025-06-22 00:00:00
Interstellar,43,58.1%,12.3,2.3,14.5%,2025-06-29 00:00:00
Interstellar,45,66.2%,15.2,3.0,15.4%,2025-07-06 00:00:00
Interstellar,42,60.0%,12.7,2.5,13.3%,2025-07-13 00:00:00
Interstellar,44,64.4%,12.4,2.6,15.3%,2025-07-20 00:00:00
Interstellar,44,72.4%,12.4,2.8,17.2%,2025-07-27 00:00:00
Interstellar,48,64.6%,8.7,1.9,16.9%,2025-08-03 00:00:00
Interstellar,45,68.8%,12.6,2.4,18.8%,2025-08-10 00:00:00
Interstellar,42,65.0%,18.3,2.4,23.3%,2025-08-17 00:00:00
Interstellar,44,63.5%,34.9,2.6,19.0%,2025-08-24 00:00:00
Interstellar,47,65.2%,17.1,2.6,21.2%,2025-08-31 00:00:00
Interstellar,45,63.6%,18.9,2.7,19.7%,2025-09-07 00:00:00
Interstellar,45,69.2%,19.8,3.2,21.5%,2025-09-14 00:00:00
Interstellar,47,68.7%,14.8,2.9,20.9%,2025-09-21 00:00:00
Interstellar,47,70.8%,18.6,2.8,20.0%,2025-09-28 00:00:00
Interstellar,46,64.1%,17.8,2.8,21.9%,2025-10-05 00:00:00
Interstellar,47,66.7%,26.3,2.8,23.8%,2025-10-12 00:00:00
Interstellar,49,72.7%,20.3,2.9,25.8%,2025-10-19 00:00:00
Interstellar,49,74.6%,16.8,3.0,28.6%,2025-10-26 00:00:00
Interstellar,49,68.3%,17.4,2.7,27.0%,2025-11-02 00:00:00
Interstellar,51,75.4%,15.2,2.7,26.2%,2025-11-09 00:00:00
Interstellar,51,72.3%,19.2,2.8,23.1%,2025-11-16 00:00:00
Interstellar,50,73.8%,15.6,2.9,18.5%,2025-11-23 00:00:00
Interstellar,52,71.6%,16.9,2.9,17.9%,2025-11-30 00:00:00
Interstellar,49,73.4%,16.6,2.9,18.8%,2025-12-07 00:00:00
Interstellar,50,78.7%,17.6,2.8,23.0%,2025-12-14 00:00:00
Interstellar,43,64.0%,6.5,1.3,24.0%,2025-12-21 00:00:00
Interstellar,34,54.1%,5.0,0.9,24.3%,2025-12-28 00:00:00
Interstellar,48,58.6%,9.3,1.8,20.7%,2026-01-04 00:00:00
Interstellar,52,68.9%,13.9,2.6,19.7%,2026-01-11 00:00:00
Interstellar,51,73.3%,13.4,2.5,21.7%,2026-01-18 00:00:00
Interstellar,52,78.3%,17.3,2.6,20.0%,2026-01-25 00:00:00
Interstellar,51,78.0%,14.2,2.3,18.6%,2026-02-01 00:00:00
Interstellar,52,81.4%,15.4,2.4,22.0%,2026-02-08 00:00:00
Interstellar,55,80.0%,15.6,2.8,20.0%,2026-02-15 00:00:00
Interstellar,56,88.3%,15.7,3.0,18.3%,2026-02-22 00:00:00
Interstellar,55,81.0%,18.3,2.9,19.0%,2026-03-01 00:00:00
Interstellar,56,88.1%,20.9,3.0,15.3%,2026-03-08 00:00:00
Interstellar,59,94.9%,25.0,3.1,18.6%,2026-03-15 00:00:00
Interstellar,57,56.9%,3.5,0.6,19.0%,2026-03-22 00:00:00
The Dark Knight,39,67.9%,17.5,2.9,,2025-03-30 00:00:00
The Dark Knight,41,67.9%,16.5,2.9,,2025-04-06 00:00:00
The Dark Knight,42,67.3%,15.9,2.5,,2025-04-13 00:00:00
The Dark Knight,42,73.6%,13.5,2.5,,2025-04-20 00:00:00
The Dark Knight,39,60.0%,13.6,2.2,,2025-04-27 00:00:00
The Dark Knight,42,63.6%,15.8,2.5,,2025-05-04 00:00:00
The Dark Knight,41,69.8%,17.2,2.9,,2025-05-11 00:00:00
The Dark Knight,40,68.6%,18.8,2.8,,2025-05-18 00:00:00
The Dark Knight,38,64.0%,18.1,2.7,8.0%,2025-05-25 00:00:00
The Dark Knight,38,63.5%,13.4,2.5,15.4%,2025-06-01 00:00:00
The Dark Knight,37,65.4%,15.3,2.7,19.2%,2025-06-08 00:00:00
The Dark Knight,38,64.8%,16.2,2.7,18.5%,2025-06-15 00:00:00
The Dark Knight,38,61.5%,15.8,2.5,17.3%,2025-06-22 00:00:00
The Dark Knight,39,67.3%,15.9,2.7,15.4%,2025-06-29 00:00:00
The Dark Knight,37,72.5%,18.3,3.0,17.6%,2025-07-06 00:00:00
The Dark Knight,40,65.5%,15.1,2.6,18.2%,2025-07-13 00:00:00
The Dark Knight,38,62.0%,16.3,2.3,20.0%,2025-07-20 00:00:00
The Dark Knight,40,73.1%,21.5,2.8,21.2%,2025-07-27 00:00:00
The Dark Knight,43,72.2%,25.3,2.8,20.4%,2025-08-03 00:00:00
The Dark Knight,42,71.7%,28.5,2.8,22.6%,2025-08-10 00:00:00
The Dark Knight,42,73.1%,21.2,2.8,19.2%,2025-08-17 00:00:00
The Dark Knight,43,71.2%,13.3,2.4,21.2%,2025-08-24 00:00:00
The Dark Knight,43,75.9%,18.0,2.8,22.2%,2025-08-31 00:00:00
The Dark Knight,41,66.7%,17.8,2.8,22.2%,2025-09-07 00:00:00
The Dark Knight,41,75.5%,20.2,2.8,22.6%,2025-09-14 00:00:00
The Dark Knight,46,75.0%,23.1,2.7,23.2%,2025-09-21 00:00:00
The Dark Knight,47,65.5%,18.3,2.4,29.3%,2025-09-28 00:00:00
The Dark Knight,48,80.7%,26.4,2.9,29.8%,2025-10-05 00:00:00
The Dark Knight,49,76.8%,34.9,3.1,30.4%,2025-10-12 00:00:00
The Dark Knight,49,75.9%,29.6,2.7,29.6%,2025-10-19 00:00:00
The Dark Knight,49,78.6%,27.8,3.1,28.6%,2025-10-26 00:00:00
The Dark Knight,50,72.4%,24.4,2.5,24.1%,2025-11-02 00:00:00
The Dark Knight,49,75.4%,31.8,3.0,26.3%,2025-11-09 00:00:00
The Dark Knight,51,78.9%,34.9,3.0,28.1%,2025-11-16 00:00:00
The Dark Knight,51,80.7%,30.0,3.2,28.1%,2025-11-23 00:00:00
The Dark Knight,48,74.5%,27.7,2.6,27.3%,2025-11-30 00:00:00
The Dark Knight,50,80.7%,27.7,3.1,31.6%,2025-12-07 00:00:00
The Dark Knight,50,82.1%,21.4,2.9,30.4%,2025-12-14 00:00:00
The Dark Knight,40,62.2%,17.1,1.6,33.3%,2025-12-21 00:00:00
The Dark Knight,34,48.7%,7.8,1.3,28.2%,2025-12-28 00:00:00
The Dark Knight,51,77.6%,18.8,2.6,27.6%,2026-01-04 00:00:00
The Dark Knight,49,76.8%,21.9,2.6,28.6%,2026-01-11 00:00:00
The Dark Knight,49,75.9%,22.8,3.0,29.6%,2026-01-18 00:00:00
The Dark Knight,45,75.0%,20.5,2.7,23.1%,2026-01-25 00:00:00
The Dark Knight,49,81.5%,22.2,3.1,22.2%,2026-02-01 00:00:00
The Dark Knight,51,76.4%,20.2,3.0,25.5%,2026-02-08 00:00:00
The Dark Knight,53,88.9%,19.7,2.9,22.2%,2026-02-15 00:00:00
The Dark Knight,54,82.1%,19.1,2.7,23.2%,2026-02-22 00:00:00
The Dark Knight,55,86.0%,15.9,2.8,24.6%,2026-03-01 00:00:00
The Dark Knight,53,88.9%,26.5,2.9,22.2%,2026-03-08 00:00:00
